iShares Core S&P 500 ETF
Fund Holdings as of,"Jan 02, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"1,111,600,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"MMC","MARSH & MCLENNAN INC","Financials","Equity","1,157,964,655.85","0.15","1,157,964,655.85","6,346,055.00","182.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNPS","SYNOPSYS INC","Information Technology","Equity","1,155,937,120.74","0.15","1,155,937,120.74","2,406,097.00","480.42","United States","NASDAQ","USD","1.00","USD","-"
"KKR","KKR AND CO INC","Financials","Equity","1,145,993,828.50","0.15","1,145,993,828.50","8,890,565.00","128.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TT","TRANE TECHNOLOGIES PLC","Industrials","Equity","1,143,173,808.00","0.15","1,143,173,808.00","2,872,296.00","398.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GD","GENERAL DYNAMICS CORP","Industrials","Equity","1,127,779,513.80","0.15","1,127,779,513.80","3,284,157.00","343.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MMM","3M","Industrials","Equity","1,113,521,447.70","0.15","1,113,521,447.70","6,881,235.00","161.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HWM","HOWMET AEROSPACE INC","Industrials","Equity","1,102,612,990.59","0.15","1,102,612,990.59","5,208,129.00","211.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRH","CRH PUBLIC LIMITED PLC","Materials","Equity","1,097,800,253.64","0.14","1,097,800,253.64","8,682,381.00","126.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CDNS","CADENCE DESIGN SYSTEMS INC","Information Technology","Equity","1,094,461,398.40","0.14","1,094,461,398.40","3,525,971.00","310.40","United States","NASDAQ","USD","1.00","USD","-"
"USB","US BANCORP","Financials","Equity","1,085,903,308.46","0.14","1,085,903,308.46","20,135,422.00","53.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PNC","PNC FINANCIAL SERVICES GROUP INC","Financials","Equity","1,074,183,600.78","0.14","1,074,183,600.78","5,079,843.00","211.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DASH","DOORDASH INC CLASS A","Consumer Discretionary","Equity","1,064,308,458.52","0.14","1,064,308,458.52","4,842,388.00","219.79","United States","NASDAQ","USD","1.00","USD","-"
"AMT","AMERICAN TOWER REIT CORP","Real Estate","Equity","1,060,274,396.40","0.14","1,060,274,396.40","6,065,643.00","174.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
