iShares Core S&P 500 ETF
Fund Holdings as of,"Dec 31, 2015"
Inception Date,"May 15, 2000"
Shares Outstanding,"343,150,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"DAL","DELTA AIR LINES INC","Industrials","Equity","156,208,331.60","0.22","156,208,331.60","3,081,640.00","50.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAT","CATERPILLAR INC","Industrials","Equity","155,040,749.88","0.22","155,040,749.88","2,281,353.00","67.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SCHW","CHARLES SCHWAB CORP","Financials","Equity","154,582,113.52","0.22","154,582,113.52","4,694,264.00","32.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FDX","FEDEX CORP","Industrials","Equity","153,309,369.09","0.22","153,309,369.09","1,028,991.00","148.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADP","AUTOMATIC DATA PROCESSING INC","Information Technology","Equity","153,102,764.64","0.22","153,102,764.64","1,807,162.00","84.72","United States","NASDAQ","USD","1.00","USD","-"
"EOG","EOG RESOURCES INC","Energy","Equity","152,470,687.55","0.22","152,470,687.55","2,153,845.00","70.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PSX","PHILLIPS 66","Energy","Equity","152,165,178.00","0.22","152,165,178.00","1,860,210.00","81.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COF","CAPITAL ONE FINANCIAL CORP","Financials","Equity","150,473,285.10","0.21","150,473,285.10","2,084,695.00","72.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RAI","REYNOLDS AMERICAN INC","Consumer Staples","Equity","149,885,877.70","0.21","149,885,877.70","3,247,798.00","46.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVGO","AVAGO TECHNOLOGIES LTD","Information Technology","Equity","149,122,610.35","0.21","149,122,610.35","1,027,369.00","145.15","United States","NASDAQ","USD","1.00","USD","-"
"ACE","ACE LTD","Financials","Equity","148,426,141.80","0.21","148,426,141.80","1,270,228.00","116.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AET","AETNA INC","Health Care","Equity","147,723,707.28","0.21","147,723,707.28","1,366,294.00","108.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CI","CIGNA CORP","Health Care","Equity","147,698,478.16","0.21","147,698,478.16","1,009,352.00","146.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RTN","RAYTHEON","Industrials","Equity","146,919,373.23","0.21","146,919,373.23","1,179,791.00","124.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRU","PRUDENTIAL FINANCIAL INC","Financials","Equity","143,227,055.30","0.20","143,227,055.30","1,759,330.00","81.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","143,003,712.02","0.20","143,003,712.02","2,382,601.00","60.02","United States","NASDAQ","USD","1.00","USD","-"
"PSA","PUBLIC STORAGE REIT","Financials","Equity","142,847,599.20","0.20","142,847,599.20","576,696.00","247.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ANTM","ANTHEM INC","Health Care","Equity","142,639,032.48","0.20","142,639,032.48","1,022,942.00","139.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GIS","GENERAL MILLS INC","Consumer Staples","Equity","135,035,107.20","0.19","135,035,107.20","2,341,920.00","57.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NOC","NORTHROP GRUMMAN CORP","Industrials","Equity","134,928,912.68","0.19","134,928,912.68","714,628.00","188.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRV","TRAVELERS COMPANIES INC","Financials","Equity","134,532,505.80","0.19","134,532,505.80","1,192,030.00","112.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VLO","VALERO ENERGY CORP","Energy","Equity","133,403,465.88","0.19","133,403,465.88","1,886,628.00","70.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BDX","BECTON DICKINSON","Health Care","Equity","127,233,962.08","0.18","127,233,962.08","825,712.00","154.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BRCM","BROADCOM CORP CLASS A","Information Technology","Equity","127,098,420.68","0.18","127,098,420.68","2,198,174.00","57.82","United States","NASDAQ","USD","1.00","USD","-"
"PCP","PRECISION CASTPARTS CORP","Industrials","Equity","125,081,231.20","0.18","125,081,231.20","539,120.00","232.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FOXA","TWENTY FIRST CENTURY FOX INC CLASS","Consumer Discretionary","Equity","124,591,882.80","0.18","124,591,882.80","4,587,330.00","27.16","United States","NASDAQ","USD","1.00","USD","-"
"YUM","YUM BRANDS INC","Consumer Discretionary","Equity","123,434,776.50","0.18","123,434,776.50","1,689,730.00","73.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EMR","EMERSON ELECTRIC","Industrials","Equity","122,671,370.71","0.17","122,671,370.71","2,564,737.00","47.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Materials","Equity","122,427,327.00","0.17","122,427,327.00","1,408,830.00","86.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRTX","VERTEX PHARMACEUTICALS INC","Health Care","Equity","121,144,971.61","0.17","121,144,971.61","962,767.00","125.83","United States","NASDAQ","USD","1.00","USD","-"
"CME","CME GROUP INC CLASS A","Financials","Equity","120,070,277.40","0.17","120,070,277.40","1,325,279.00","90.60","United States","NASDAQ","USD","1.00","USD","-"
